,file_path,mfcc_a_0,mfcc_a_1,mfcc_a_2,mfcc_a_3,mfcc_a_4,mfcc_a_5,mfcc_a_6,mfcc_a_7,mfcc_a_8,mfcc_a_9,mfcc_a_10,mfcc_a_11,mfcc_a_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_a_0,chroma_a_1,chroma_a_2,chroma_a_3,chroma_a_4,chroma_a_5,chroma_a_6,chroma_a_7,chroma_a_8,chroma_a_9,chroma_a_10,chroma_a_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,rolloff_a,rolloff_std,melspect_a,melspect_std,rmseP_a,rmseP_std,rmseH_a,rmseH_std,centroid_a,centroid_std,bw_a,bw_std,contrast_a,contrast_std,polyfeat_a,polyfeat_std,tonnetz_a,tonnetz_std,zcr_a,zcr_std,onset_a,onset_std,bpm,rmseP_skew,rmseP_kurtosis,rmseH_skew,rmseH_kurtosis,beats_a,beats_std
0,0483f38832f0d59597ad9b5dc032f94e846c3a0c,-172.82169,157.98538,-25.364105,49.747433,9.087492,21.58433,13.768092,9.37087,13.767233,6.451392,9.637037,6.1378374,8.593494,47.398006,20.77719,14.872922,18.817865,18.892845,10.185973,8.13666,7.5115047,6.4873395,6.58128,6.0498714,6.0193887,5.922582,0.14148621,0.03743309,0.20152584,0.23033276,0.44571656,0.47611007,0.44302064,0.24062495,0.2636227,0.22370374,0.23682073,0.10425953,0.048110537,0.049377277,0.036616594,0.010047159,0.040889908,0.0256344,0.03333634,0.023841063,0.05495861,0.03815089,0.019485744,0.06204477,4510.7097816467285,2291.7218135945677,32.50864,237.94077,0.057620795360946685,0.046063585031728145,0.20921127480804386,0.07360022213669362,1961.9798285129364,988.7020539017826,2594.663972208513,826.895111255258,20.145615765031156,15.01042132953774,-0.000267710067077917,6.413184224186241e-05,-0.028162220176449846,0.04634103900243245,0.026775169372558593,0.023732364573385532,1.9157994,2.3041456,126.04801829268293,1.2150028494990235,0.9611927184864193,-0.5823074980530878,-0.809846647993866,14.5315719406042,8.519581638644729
1,3c1db624efc3610d7a23a15383ad5fc2187fe56b,-298.43524,151.94096,57.645424,48.067383,24.729473,15.675484,-5.9377527,17.229229,-5.475897,-14.821806,-10.038679,-18.903336,-9.52202,43.788227,17.399637,24.579348,18.81207,13.228774,12.973168,15.694879,13.61089,14.122262,13.291033,10.810597,12.332382,12.604335,0.41035262,0.20118621,0.30354828,0.37304497,0.12473349,0.22384,0.07826571,0.16931956,0.09860282,0.17117748,0.30349058,0.12946576,0.21649918,0.14311117,0.1558425,0.25694808,0.12312429,0.22132017,0.09813475,0.12072395,0.10093671,0.15129721,0.15392232,0.09328021,2748.772258758545,2862.993973172227,10.203665,82.428535,0.02700634657438934,0.031460991592861455,0.11178935050896859,0.04552836809591731,1400.719380911756,1015.3968769284892,2431.792505776117,1045.7500980184202,24.67466536622966,13.739722199496805,-0.00015131030351854682,5.137768556618561e-05,0.03739007204578348,0.18736909017450135,0.022481346130371095,0.020169543975344015,1.5825403,2.18069,95.703125,2.9704284951578077,9.701966159205261,0.93007938499031,0.7308349865629209,13.669428983714702,7.789916957998241
2,39c860b90d2f3c888c3e0a7a63a7732d7afde0c8,-136.38536,108.78847,-19.490322,69.9706,-24.743832,37.90196,8.385284,19.892124,17.784779,16.339237,15.161621,14.332502,6.9238596,19.543472,11.06858,7.8915424,6.4138308,7.0138516,5.454576,6.0977716,6.4585466,5.7529883,5.601524,5.598123,5.419015,5.298957,0.12741765,0.021425173,0.0,0.0,0.03892243,0.18906847,0.28816098,0.6126546,0.4367693,0.32152328,0.3265553,0.115610935,0.07394541,0.036263254,0.0,0.0,0.07704482,0.15630122,0.107221074,0.05063048,0.035030536,0.073298186,0.09501803,0.081704244,7928.676795959473,820.3908281398234,26.645779,204.00047,0.05297154253656098,0.04531556883323985,0.19097860855662907,0.06848566011854147,3475.6807494269633,708.2103542620507,3767.7365257928927,232.83540598820875,21.014820855528864,16.51158417975348,-0.00026368088492841155,5.121650099626537e-05,0.03988153756871096,0.08191680451217828,0.056374740600585935,0.032816562122193284,2.1105318,2.762605,123.046875,1.597300387826619,2.1183888703682463,0.29890889396867004,-0.8891962157639255,14.641952419385833,8.306754353343855
3,3ac48238622a649b184d739c415e9dbb8bfcee93,-138.79056,163.53442,-37.583073,38.276375,-14.064272,14.296878,0.5489109,9.721321,6.310643,-0.4523653,4.8117065,-1.6114117,7.7024107,34.88624,16.52376,12.024892,16.2984,15.114967,16.288486,15.066267,12.34204,13.871761,11.022699,11.101605,11.734782,12.057894,0.14608124,0.1567678,0.39883456,0.10402049,0.18243226,0.40892982,0.19024895,0.21314868,0.09786221,0.25041863,0.1728185,0.03844907,0.11869071,0.16825865,0.23014513,0.10489024,0.15571833,0.26411435,0.21464232,0.27292612,0.09214269,0.14923267,0.20913759,0.05477809,4917.2919845581055,1911.2156809635667,17.77248,118.16761,0.047854062028828574,0.037537325008496214,0.15169464873586916,0.0496638502115115,2223.3764472221505,795.5457859120809,2660.321242980838,656.8498734776426,21.408775745823174,14.532668520594786,-0.00028576476769359233,4.7892796731299074e-05,-0.016375466155500527,0.24682119121698057,0.044027519226074216,0.02493537588918678,1.4851633,1.1872348,123.046875,2.3552798683022984,6.572241184633274,0.675049403328744,-0.1842361796673706,15.160308390022676,8.365706849259853
4,389655e951b60cbc7657c6f38726d2260a358933,-231.69661,132.0102,37.163555,62.776405,-11.70318,27.835663,11.327511,-1.081549,5.957863,12.024664,-2.0596347,10.900209,3.183612,34.448242,24.803566,12.307994,15.59584,10.691538,9.071388,7.0895157,8.231661,8.168337,8.599403,7.2221837,6.605436,6.3265862,0.05719058,0.0011305793,0.0019072182,0.0038203727,0.22806409,0.22865579,0.42813507,0.5107169,0.43137282,0.3581652,0.13318965,0.16945404,0.075487524,0.010254169,0.01290298,0.019883119,0.15766454,0.028666992,0.029610945,0.06619792,0.039490663,0.15329386,0.08494435,0.13373235,6748.674087524414,2806.3342483145157,16.066837,157.99547,0.03872448705877883,0.03695675137490682,0.13547077693656845,0.07225523756651842,2821.8738931503203,1367.201548552078,3720.3672532744736,656.3552010256955,21.86372140813615,15.77864771197253,-0.0001623649978736421,5.994269893501927e-05,0.03598565839869973,0.06857862406975179,0.039015007019042966,0.040825996711414514,2.1037793,3.1175284,120.18531976744185,2.0171079572815964,4.120196479375056,0.9736287103746052,-0.12777903980266414,14.639000730235598,8.444319787259012
5,397d61ddc05a4466f3a18319f0f1fba857b7a1ad,-160.92758,140.09256,-15.535341,72.06873,-10.760519,34.008984,-1.4759653,14.7869625,7.696008,2.3051155,12.176625,3.6001096,10.825621,22.462889,10.628608,12.548818,6.974501,6.658694,5.289084,6.2617164,5.5511656,6.2220216,5.679749,5.8905597,6.5928445,5.626296,0.14141949,0.14649734,0.01590516,0.09555055,0.18101437,0.2284461,0.5949561,0.43214306,0.2234505,0.27980205,0.20274314,0.23644125,0.057251383,0.09115362,0.03802218,0.068921655,0.19693665,0.059012815,0.107014485,0.0841564,0.04726787,0.11296127,0.06165593,0.029560233,6402.948417663574,1305.0781467921113,14.281988,91.40826,0.04078727675880247,0.028720790307312803,0.14053172677011516,0.03793527052384237,2692.8551156351145,661.8414129184614,3276.4951881431675,343.8889071589887,20.773779991398357,15.623515171190999,-0.00021700782139344568,3.633952768394217e-05,-0.00015399053318637264,0.10219326621264371,0.03939609527587891,0.021579173657806556,1.790692,2.0159872,129.19921875,1.909087242319343,3.6928940406124884,-0.15644938510076783,-0.6843544997224851,14.554920634920634,8.525942647658976
6,3560da257779a178096a18db28a9d311cd5c6019,-166.08461,154.71828,-34.155224,34.59029,-6.3049173,7.9758425,9.686536,7.6391234,5.0583777,2.1217384,-0.24252363,4.468643,0.27629137,47.85585,17.384262,21.697626,31.581234,12.626041,10.803198,11.212162,12.730872,10.4033165,10.991945,9.680095,9.209881,10.476961,0.19380213,0.13738224,0.14829564,0.18494289,0.28498262,0.399913,0.31141362,0.33688432,0.1787962,0.20216724,0.22305246,0.16436681,0.15233448,0.09159872,0.12620676,0.109462716,0.19679189,0.15134962,0.10821345,0.18750243,0.14188924,0.18680853,0.14712685,0.20362744,5222.289619445801,1886.0662742434793,13.281664,119.25595,0.054125063225569606,0.045496912894688324,0.11051149376172822,0.071187345950946,2538.305783894672,852.969231452984,2758.4308627918813,704.9926499369338,20.827194727385272,14.909124254819325,-0.00020484323693951094,8.380343149322757e-05,0.016404810903988636,0.12551915458761262,0.058620643615722653,0.03581679436357656,1.7255175,2.1750844,129.19921875,1.5636718160350427,2.24338102834012,0.8909575218145035,0.21419712893456166,14.286077097505668,8.354135228908584
7,31ecd353381c95e2fbab24d6eed9e1df79b7fd0e,-199.24966,110.65486,7.6748323,48.958405,2.1439364,33.73517,-13.550295,22.031357,-10.827049,18.777157,7.410492,2.653955,13.865438,79.700554,28.532295,15.660307,21.289696,14.116225,12.948195,16.851353,15.813664,15.372597,10.994965,9.924542,11.19112,12.727822,0.20520186,0.29778495,0.34883627,0.41854906,0.17902596,0.22587065,0.15770866,0.29428548,0.09145219,0.07186179,0.24263874,0.05579362,0.081986286,0.14727345,0.1368171,0.27707124,0.10942268,0.10463786,0.09724896,0.22302413,0.088030905,0.084047444,0.27513516,0.075877875,8830.245094299316,3341.982903483717,15.933601,130.24742,0.06289929097595211,0.05981262955956779,0.1100786009161642,0.05388293772289623,3883.5229429957644,1741.2517680023338,4164.576643222934,971.1348031952592,22.316887221688336,16.103596351813636,-0.00017157095135788097,7.762670153525794e-05,0.014621458050175779,0.18518090889555172,0.08795452117919922,0.06710475353532695,1.6581532,1.607931,103.359375,1.2681359012571327,1.0688948143956534,0.06738159844809302,0.5662090088424789,11.542582821746585,6.769483098829606
8,32574f4efcfcefb502a75da6364f75678c8adbbb,-112.10945,162.9089,-33.850544,55.734997,-27.511013,21.278387,-7.699786,0.8189492,8.775652,-1.3632466,8.372681,-7.6225004,-0.4196848,12.336909,12.084536,14.736675,12.122228,10.320785,7.8695536,8.069034,10.849808,9.498324,8.922622,7.4578943,8.3402405,8.462015,0.49223965,0.38362515,0.23094912,0.107520774,0.32591718,0.33525556,0.16864452,0.19681814,0.14080016,0.25959134,0.107072376,0.25006452,0.10216832,0.08233189,0.042688828,0.07497499,0.0962866,0.16216981,0.07010763,0.06724759,0.06494522,0.1150148,0.08260197,0.068487525,6275.120258331299,1641.807229328109,18.15733,92.78556,0.05966167109604094,0.030907534834999195,0.14407496422587673,0.03531066774165056,2725.947713743312,757.396571208111,3099.373095115238,518.8443307450106,22.22487867822555,14.9970442522818,-0.00031702943317760867,3.721623459000509e-05,0.023660697918352184,0.09901420405084178,0.05899677276611328,0.025231366180420618,1.4305847,1.0514964,132.51201923076923,1.4232954988210658,1.6667062699486594,1.0360026438471985,1.123437615937318,14.558911564625852,8.400779844731652
9,22d6e2fff383a4a73eea9eb5cc6f5afe2140b97d,-196.26422,121.641945,-20.794086,48.260822,-8.5716505,21.423002,0.3571375,13.57781,15.052454,12.369776,18.48736,7.4369593,5.727288,31.467766,13.420158,15.985476,20.055334,12.227799,16.121916,12.427546,13.497494,10.612148,11.853737,13.300507,11.224238,12.085863,0.16576204,0.25599217,0.15736184,0.13432066,0.24641947,0.22571588,0.3778569,0.39634317,0.34726244,0.25926334,0.17614616,0.2749369,0.07574481,0.17140928,0.07719983,0.07206933,0.16656849,0.05867602,0.15742874,0.089104526,0.0946354,0.12320739,0.06889171,0.13842013,6529.455986022949,2314.382280430563,16.305885,155.94427,0.04097607749756674,0.03610038143918401,0.1389529582936409,0.07682459814377583,2999.0918939752046,1268.3229413363572,3298.5870047735007,583.8542985646725,21.227947727346574,15.769045547552501,-0.00017990648488841894,6.587680018110802e-05,-0.012572212935241951,0.10140210036662224,0.05835399627685547,0.051576552312544224,2.1134906,2.4475994,135.99917763157896,2.1318155623451776,5.508553751845561,0.326592623214143,-0.5958303819116382,14.449672232529375,8.465733686123732
10,3122721aaf13ed3ec55192c680b717c0a199838d,-215.29825,161.6116,-19.209848,34.920868,6.0143223,23.352266,17.634981,12.924451,14.876056,7.813292,8.265013,8.552074,5.7026625,34.308002,31.121464,20.416111,14.530652,23.566166,11.560981,13.1741495,8.1554575,7.604582,6.978143,6.709503,6.499965,6.5093794,0.13329946,0.14562294,0.11585198,0.081797495,0.1765956,0.2443469,0.40901452,0.54822785,0.42436296,0.21283908,0.13902223,0.17225647,0.08505936,0.122145824,0.06693458,0.055743333,0.10897855,0.10678038,0.059016973,0.079350494,0.057710532,0.124706686,0.091984615,0.13284291,5027.271137237549,3657.6523861392966,14.157756,112.88746,0.04656905521571085,0.03513130033012756,0.12185744479989373,0.06881319466721275,2539.9115070218168,1958.053265079918,2677.365590749033,1115.9160537519685,20.523466242429834,14.848118960397809,-0.00017811401323255955,5.807743695293053e-05,0.025042960512775384,0.06284943632821062,0.06200466156005859,0.07908964330166857,2.0430007,2.7774868,123.046875,1.1229747618286805,1.0950502787959548,0.1946304652559563,-1.5471437091577476,14.512471655328795,8.517030356991555
11,2e16d7ad07d7e285f4ba70ef92c14213dd88e6f5,-197.77835,144.72057,-12.289523,36.567284,14.332769,16.821335,12.40174,13.587263,5.6147904,5.5015717,3.630925,7.9219427,0.85362834,33.0158,19.609444,21.211035,13.588007,12.821135,12.571006,11.36826,8.942642,12.376839,8.0707,10.145072,8.878018,8.463606,0.3298148,0.2349771,0.18590155,0.2088277,0.17996435,0.16991135,0.2006332,0.29020506,0.33909303,0.32008624,0.22356991,0.28803602,0.12851192,0.078136414,0.16177918,0.15450378,0.14914112,0.1139099,0.10756324,0.108370855,0.15651387,0.19108778,0.12733082,0.11532947,4911.7656898498535,2376.9856393186465,20.029362,183.58902,0.066371839600126,0.057560513619824144,0.12960717093369975,0.07889867302469356,2328.8986532962817,1116.2327422064673,2854.1070570769216,801.9611901189132,20.92060123328701,14.999163032911452,-0.00017913723536850805,6.757864984360634e-05,0.013240545866742134,0.05800996202009767,0.042530059814453125,0.03881658825192726,2.4629524,3.3400028,92.28515625,1.1817841997460337,0.6999911366190776,0.9872463400683184,0.3690098745482371,14.19546879621414,8.441401183676849
12,2ef1890ceb6c6025ccea45471c1470d162f8bbad,-159.74086,176.91446,-42.919056,36.47539,-24.382666,20.412912,-18.608505,1.6166874,0.36216044,-6.4382296,-0.59410876,-3.9614906,4.607136,16.730032,10.701272,15.708254,9.879819,9.027707,10.485363,11.490124,7.9053464,7.2641134,6.9546757,7.7724504,8.139413,8.956118,0.12451197,0.07782464,0.12913786,0.13498203,0.5255537,0.14637513,0.37101984,0.26384383,0.07743506,0.14953367,0.07395395,0.3919527,0.18967818,0.072760366,0.15679057,0.10685264,0.20825978,0.10553427,0.1665997,0.19752543,0.0714149,0.16673678,0.08405171,0.11255733,4006.13468170166,945.4606314355751,5.9559035,23.453764,0.033340712910019596,0.011655276697162103,0.08161602988115156,0.026341644361595813,2086.305064012383,352.33443367125597,2511.32303592663,254.69095229004756,22.01878470770898,14.392622531934789,-0.00020101775289953016,4.867247063436949e-05,0.05998144889347436,0.19630869443257584,0.052947044372558594,0.013238943840769912,1.3812573,0.46497053,123.046875,1.06544461415259,2.2891342436461564,0.7443561600841976,-0.09556243982131063,14.623140955306853,8.574228399457526
