1HRx7dciQYCv76XvbBDAGM,T-Bone Shuffle,Albert Collins,https://p.scdn.co/mp3-preview/0a6995f33c8b09501cea6fdfb6931a8534888d3c?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.537,0.695,11,-9.88,1,0.0377,0.00393,0.188,0.084,0.77,131.307,295693,4,4
1cRTAPP2FG9h2WiYMOIVIK,The Sky Is Crying,Elmore James,https://p.scdn.co/mp3-preview/d205d16195cf99e068cd8bc861a23edfb7c5641e?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.294,0.611,2,-6.268,1,0.0348,0.0226,0.435,0.114,0.567,178.191,166400,3,4
3gg0xEc2b4eEbYySLmfFU1,Mean Old World,T-Bone Walker,https://p.scdn.co/mp3-preview/3e332f36755d12f0c5a6b453febefc03f2046adb?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.73,0.235,0,-15.276,1,0.0355,0.527,0.0112,0.0663,0.624,87.226,247373,4,4
0RTjFVHvqjTdpX2NawwyXI,Stumble,Freddie King,https://p.scdn.co/mp3-preview/80822cc306bcf4d6ce727ed9b185382183590feb?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.678,0.612,4,-9.764,1,0.0339,0.101,0.318,0.164,0.857,118.381,216627,4,4
7p5Xpx7dd9wSPJF4Q4Nfbu,Part Time Love,Clarence Carter,https://p.scdn.co/mp3-preview/34a547fc32e702033c5a24c463fa501f22442c42?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.686,0.593,0,-10.078,1,0.0597,0.468,2.19e-05,0.352,0.946,92.82,159707,4,4
2Cg3GUkhjX96nO4p2WRlIa,She's A Sweet One,Junior Wells,https://p.scdn.co/mp3-preview/3e98ebdf8886e7af8fa2ea0246f5f8af30c7b45f?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.705,0.483,1,-12.209,1,0.0542,0.15,0.0265,0.202,0.713,122.863,181786,4,4
2r6Ve8kNEzqg3u45UL0muX,Big Chief - Remastered,Professor Longhair,https://p.scdn.co/mp3-preview/83e6f177e43f2c759b446ac217c175403b4db5d3?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.56,0.73,1,-5.69,1,0.0362,0.219,0.144,0.179,0.963,151.594,194667,4,4
2PcbVKT28p9mOlWBDL371J,I Can't Quit You Baby,Willie Dixon,https://p.scdn.co/mp3-preview/df5e0f4fe3fc1bcf73d4c1875d152254649c60a8?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.469,0.236,7,-16.981,1,0.0364,0.407,0.0434,0.215,0.415,82.232,399173,4,4
0PUWmPna5P0hKtSwXWin9o,Inflation,Earnest Jackson,https://p.scdn.co/mp3-preview/36716c2dcb28c9dc897ea7f7e670e78d00608a01?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.706,0.539,4,-15.047,1,0.122,0.829,0.000169,0.419,0.89,125.127,199734,4,4
1i7nQGgwloILcp6ZftH2Qa,Call It Stormy Monday,T-Bone Walker,https://p.scdn.co/mp3-preview/05c642dc9ad6a29672be4e7376d419126ac9561f?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.606,0.301,0,-11.402,1,0.0423,0.545,0.00194,0.0419,0.457,100.979,183027,4,4
1ekio2Gk6WycLArAUJZfxM,Albert's Shuffle,Mike Bloomfield,https://p.scdn.co/mp3-preview/1c0f7d594ba72927c6febee9fd57e28f1a09672f?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.303,0.492,0,-10.716,1,0.039,0.197,0.63,0.288,0.677,200.018,414960,3,4
