song_id,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,genre,multiclass_label
722ea18712329ff60ef72655711779208e1895de,0.35958857977999825,0.41338668155916203,-0.24684661779231445,0.3047293854644372,0.1455351850753145,-0.2889751966437667,-0.03475179984087799,0.026083804840015948,-0.28467068905268755,0.07249364898760328,-0.05171830212767726,0.13085358251820592,blues,1
6e9d44b49b4fdba2f1b7f2fd81c918f7bd832048,-0.11270973001629435,0.0015224714998444248,-0.16704329126982517,-0.5865598635204186,0.06824479371424493,-0.07740572609927071,0.12634607452148222,-0.09307209030297887,-0.4251273316895791,-0.17520103137871962,-0.006127778682653763,0.07439492930734336,blues,1
6cfc4b990168f33e9ebfd96feae0406b8a0625be,-0.40466474413683934,-0.6841858983636866,0.23671841623308937,-0.16583221746229926,-0.14034681975033597,-0.14394895864978693,-0.0491953927150402,0.20209598660722333,-0.04663125689644929,-0.17121809858507228,0.2064230496002624,0.04289950797524157,blues,1
6d12adc4a57955aea80caa0f6b81b71c6301788e,0.3468177479076338,0.09208447640415754,-0.23387574260627092,-0.3272781517185496,0.6281633024199664,-0.4606173447425399,-0.23216327262977698,-0.08798053592824896,-0.19385010188457927,-4.755470741452577e-05,-0.13338125315881194,0.06734931574481212,blues,1
6d80eb0c209e9be95ecbe6b2b880f26209eaee48,-0.3361946085608958,-0.20936313147388194,0.12110144703348438,-0.30225801879656133,0.28929268333299685,-0.38231682349675766,-0.31371551635374634,-0.22530916464461856,0.033199552505310724,-0.09718764502031357,-0.12693799654095647,0.08767292126361832,blues,1
6e2407911dc31c8e447de65fc5101e939e1919ab,-0.19392069422922775,-0.08510828709002172,-0.3338125362608879,-0.5004651414864514,0.11221384787646581,-0.02321589107719833,-0.056331066706089096,-0.7143446264738088,-0.1006873623188572,0.21867027910810447,0.14858066794461613,-0.08924632749856852,blues,1
6cf350b8a2a648c68916ea24b4115772393a6b3e,0.002312688486739666,0.49818227662773035,-0.24693729116568414,0.32271324751761504,0.027493107806235772,0.06007103956679926,0.28870501367163004,-0.04571191681722189,-0.16322985627574782,-0.142359699693202,0.04543175160524745,0.17091765512958068,blues,1
6cd08d47799bb3986c99a42cb7b9261f1ede5259,-0.14922032523386658,-0.3366881647686462,0.3027432757052622,0.12741014431764883,-0.27464135416655894,0.006103660099246095,0.11253907748272216,0.11804180866485452,0.03729932751144663,-0.16100423120333257,-0.0254985870574512,0.22889048262409914,blues,1
6a90012a2f47eb44abcaf1641683f86425713e40,-0.39452460701056935,-0.25742401962507133,0.16395047236495647,-0.2031613118207549,0.23625642881499445,-0.034138273481175284,0.04465289735281579,-0.15460115713045014,-0.15110760019872188,-0.06444076811134403,0.10967143131800984,0.24221365769062053,blues,1
65a7ccdd5647e8ae8a157e6ecc79752013f1bac5,-0.08741934901023553,0.09961886230072221,0.0012166335724091775,0.07285410596621317,0.40379850201377876,-0.12271126452757132,0.12030015072068226,0.07992646461724295,-0.2389694672973108,0.20302068634061565,-0.14658655528910713,0.16458683642946398,blues,1
60db8ea0b66439a4f89e134c439faecdbb02ffdc,-0.18842095774813641,-0.33219034964084254,-0.05544296727052916,-0.5686111362464183,-0.1566881115106791,-0.2565898763279398,-0.10828455818797829,-0.2682964424465103,-0.12875313749644704,-0.18947734552390183,0.18823694427368284,-0.06462781691897926,blues,1
5e4db696dac2fed813287f92d7c3c9bff6ef336a,-0.006115681530275092,0.07192989837652831,0.48964331344750534,-0.1516902722614959,0.10179240760861027,0.18467627223928737,0.1182719690769314,-0.248416822621685,-0.22659407076067878,-0.18220017870528307,0.12814634930495047,0.12168764166600285,blues,1
5eb7d9d2a884a81c2136ff21b4030e06d7ad8e19,-0.23915610215687927,-0.8450034567789176,-0.2679944562319617,0.05419801756622858,-0.2899188383837352,0.04306502722092216,0.2664612904406987,0.1019291275786471,-0.068717686779249,-0.06651337921273098,-0.15727405473677633,-0.27467746474209903,blues,1
60a60858828b4f564f6555099930fe998b6ee5f6,-0.32315495332731986,-0.8655833088407499,0.1627121978429981,0.04082324350998076,0.0369893748040522,0.2550954114727339,0.10407677748321251,-0.08949754180139874,0.1945489516423112,0.08176608295026012,0.1715589397233612,0.19200197539013,blues,1
5aaaa3f1e363c678612157f7fd1ddb67b7ca477f,-0.47277820799600717,-0.142526595955616,-0.39590201163046235,0.11714025484494373,0.009851404714924142,0.3638150313449241,0.2880174611528892,-0.18431650931911528,-0.27696107173482415,-0.31966415402842,-0.25774137926855567,0.05479086541582038,blues,1
54b4aec27da4998122093573497177b7bfd0a39d,0.23744946660986802,-0.03381497474287925,0.3389585829000733,0.048818206921181884,0.17720074247326967,0.2118388630837478,-0.24036742553249707,-0.044108582731850074,-0.20568936028304877,0.01777028730401775,0.02569133927114315,0.06795373848583919,blues,1
517f33f1da6529d5ff33e7d555c779675afd6023,0.47535544253970613,0.2680443611275693,0.27205440988195434,-0.02015136216066261,0.34129441905867386,0.07146671362134503,-0.14066934456933436,0.034305786621884334,0.06084114360133156,-0.08227996626008263,-0.14546904885229567,0.25355792234448893,blues,1
4dbdc391478551b34e610d871594a1cc46ce30f8,0.3583131038965306,0.4221718727771012,0.5314873281251083,-0.48068368296031294,0.1793100550447453,0.009948422756636315,-0.2860110641475571,0.19899708666509935,-0.06173143398215246,-0.23616681491696428,0.054500137514457994,-0.26094326914435917,blues,1
4f425111769a7e7d6865fbfe336b68d60aff1ffd,0.6961781786067466,0.5593444741445674,-0.17776776282167173,-0.459020474641588,0.3584781955299091,0.22169787693910592,-0.18173533818905696,-0.25094599736490375,-0.15904314092205307,-0.38142448524058054,-0.15069629823572178,0.0350035308817131,blues,1
4cfb55a2ddbd24a5538f21588a85fa5727025aa7,0.11494940484659819,-0.20362467503740614,0.3676126248699169,0.058836700241422804,0.3277791855540774,0.3918434788440506,0.2644376071298296,-0.00642515617190699,-0.25711168395452283,0.06414042687168983,0.2166517022613357,-0.11255542044283035,blues,1
4b2bd96875f6ff049fb6f4fc6381431574930859,-0.2869582471717067,-0.6810427203237437,-0.31074538842126187,0.3344518864379989,0.11769445449776547,-0.37123584761016387,-0.15549618896830605,-0.15513525059007205,-0.11407569271504622,0.08483891246861626,0.03789577739979,-0.061060114515085584,blues,1
